,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,SCREEN,,,,REPORT,,,,,DATA LAST UPDATED,,,,,,,,,,,,,,,,,,,,,,,,,,
,Unsaved,,,,Unsaved Screening Default,,,,,Asia                Europe            Americas,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,4/26/16            4/26/16            4/26/16,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Name,Symbol,Country,Market Capitalization (bil) [USD],Price Return - Absolute 01 Week,Price Return - Absolute 02 Weeks,Price Return - Absolute 04 Weeks,Price Return - Absolute 13 Weeks,Price Return - Absolute 26 Weeks,Price Return - Absolute 3 Weeks,Price Return - Absolute 39 Weeks,Price Return - Absolute 52 Weeks,Price Return - Absolute Year to Date,"Price, Current [Local]",Warranted Default Price [Local],"Price, % 52 week High","Price, % Change to 26 Week High","Price, % Change to 26 Week Low","Price, % Change to 52 Week High","Price, % Change to 52 Week Low",Price / Earnings Ratio - FY1,Price / Earnings Ratio - FY2,Price / Earnings Ratio - LFY,Country (Domicile),Exchange Code,Industry Code - GICS Group,Industry Code - GICS Industry,Industry Code - GICS Sector,Industry Code - GICS Sub-Industry,Earnings Per Share - FY1 [Local],Earnings Per Share - FY2 [Local],Daily Volume Average (K shares),Price Return 2 Weeks Ago to 3 Weeks Ago,"Price, 52 Week High [Local]","Price, 52 Week Low [Local]",Price - Annual Closing [Local]
,GENERAL COMMUNICATION  -CL A,GNCMA,USA,0.671,-1.20,-3.40,-2.6,-4.1,-16.8,-6.67,-3.9,2.97,-13,17.21,11.60,18.36,22,0,22,10,-34.42,17.38,76.39,USA,Not Available,Telecommunication Services,Diversified Telecommunication Services,Telecommunication Services,Integrated Telecommunication Services,NA,NA,181,-3.4,21.08,15.44,13.75
,GETTY REALTY CORP,GTY,USA,0.670,-2.84,0.15,3.3,15.9,15.9,-0.25,20.9,12.32,16,20.06,18.47,1.91,2,19,2,23,10.08,13.11,30.35,USA,Not Available,Real Estate,Real Estate Investment Trusts (REITs),Financials,Retail REIT's,NA,NA,97,-0.4,20.45,15.40,18.21
,ADAPTIMMUNE THERAPEUTICS,ADAP,USA,0.669,7.79,5.70,31.1,17.8,6.9,25.06,-34.3,NA,-6,9.45,14.05,53.31,28,25,114,25,-20.32,-32.03,-40.20,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,197,18.3,20.24,7.07,12.06
,BADGER DAYLIGHTING LTD,BAD.,CAN,0.667,-0.09,8.57,2.9,-1.3,14.5,6.50,-2.0,-19.00,-7,22.79,22.83,23.86,18,14,31,16,19.99,16.64,23.48,CAN,Not Available,Capital Goods,Construction & Engineering,Industrials,Construction & Engineering,NA,NA,164,-1.9,29.93,19.19,24.42
,ENTRAVISION COMMUNICATIONS,EVC,USA,0.667,3.76,4.63,4.3,-2.9,-13.3,-1.19,0.3,9.71,-3,7.52,5.77,18.79,23,11,23,14,20.60,24.26,26.59,USA,Not Available,Media,Media,Consumer Discretionary,Broadcasting,NA,NA,315,-5.6,9.26,6.49,7.71
,MOVADO GROUP INC,MOV,USA,0.665,3.21,6.99,-3.3,22.2,13.7,-0.73,12.3,-8.15,7,29.00,42.69,4.29,4,26,4,26,14.95,13.18,13.39,USA,Not Available,Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NA,NA,154,-7.2,30.30,21.54,25.71
,WALKER & DUNLOP INC,WD,USA,0.665,-0.35,0.90,-3.8,-1.0,-23.8,-6.87,-12.5,15.22,-23,22.58,37.49,24.86,33,10,33,14,8.52,8.36,10.44,USA,NA (USA),Banks,Thrifts & Mortgage Finance,Financials,Thrifts & Mortgage Finance,NA,NA,215,-7.7,30.05,19.36,28.81
,NEVSUN RESOURCES LTD,NSU,USA,0.665,11.82,22.19,10.8,45.8,16.0,10.15,12.2,-3.40,37,3.33,6.34,20.71,11,30,26,30,47.57,51.23,24.64,CAN,Not Available,Materials,Metals & Mining,Materials,Diversified Metals & Mining,NA,NA,313,-9.9,4.20,2.33,2.71
,UNIVERSAL AMERICAN CORP,UAM,USA,0.664,-1.53,9.32,11.2,20.4,9.3,7.50,-12.9,-28.66,8,7.91,5.92,27.43,0,28,38,28,-131.83,45.20,-26.51,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Managed Health Care,NA,NA,113,-1.7,10.90,5.70,9.28
,SUPERIOR INDUSTRIES INTL,SUP,USA,0.664,10.39,14.79,13.1,41.6,28.0,14.27,50.0,32.16,35,25.45,37.86,0.00,0,34,0,34,17.43,14.34,20.47,USA,Not Available,Automobiles & Components,Auto Components,Consumer Discretionary,Auto Parts & Equipment,NA,NA,180,-0.5,25.45,16.71,18.42
,GENER8 MARITIME INC,3GMRRQ,USA,0.662,8.54,18.69,22.3,19.7,-29.4,18.00,-42.1,NA,-16,8.01,12.09,42.95,30,33,75,33,3.56,3.95,5.91,USA,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Storage & Transportation,NA,NA,268,-0.6,14.04,5.34,9.45
,VERITIV CORP,VRTV,USA,0.661,2.71,6.21,6.7,33.8,-2.8,6.93,14.7,-3.29,3,41.33,7.50,4.11,4,31,4,31,12.98,10.03,21.69,USA,NA (USA),Capital Goods,Trading Companies & Distributors,Industrials,Trading Companies & Distributors,NA,NA,42,0.7,43.10,28.71,36.22
,DIME COMMUNITY BANCSHARES,DCOM,USA,0.661,0.57,4.57,1.5,9.4,1.7,0.92,3.1,8.97,1,17.70,17.34,4.53,5,9,5,11,13.94,12.83,14.10,USA,Not Available,Banks,Thrifts & Mortgage Finance,Financials,Thrifts & Mortgage Finance,NA,NA,131,-3.5,18.54,15.81,17.49
,ALTISOURCE RESIDENTIAL CORP,RESI,USA,0.661,-7.43,-4.07,-2.5,3.8,-26.7,-7.04,-33.6,-42.21,-15,11.56,23.04,39.70,27,25,66,25,3.46,15.62,18.03,USA,NA (USA),Real Estate,Real Estate Investment Trusts (REITs),Financials,Mortgage REIT's,NA,NA,581,-3.1,19.17,8.65,30.11
,CASCADES INC,CAS.,CAN,0.661,1.98,5.42,1.5,-35.0,-7.4,2.82,14.7,24.47,-31,8.86,17.14,34.22,52,6,52,24,6.95,6.84,-10.32,CAN,Not Available,Materials,Containers & Packaging,Materials,Paper Packaging,NA,NA,290,-2.5,13.47,6.76,7.02
,500.COM LTD,WBAI,USA,0.660,0.17,11.61,6.5,-6.5,-14.0,8.51,-2.4,4.53,-13,18.78,19.21,37.40,10,14,60,28,-48.03,72.79,23.45,CHN,NA (USA),Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,Casinos & Gaming,NA,NA,336,-2.8,30.00,13.55,17.35
,VERA BRADLEY INC,VRA,USA,0.659,-1.61,-0.87,-13.5,20.9,35.6,-15.51,59.1,22.67,8,17.47,18.20,13.69,16,40,16,43,18.59,16.33,22.20,USA,NA (USA),Consumer Durables & Apparel,"Textiles, Apparel & Luxury Goods",Consumer Discretionary,"Apparel, Accessories & Luxury Goods",NA,NA,600,-14.8,20.24,10.00,15.76
,GENERAL CABLE CORP/DE,BGC,USA,0.657,4.85,15.06,26.6,28.9,-9.5,16.87,-14.5,-17.58,4,13.44,14.23,36.30,20,45,57,45,17.23,10.75,-5.79,USA,Not Available,Capital Goods,Electrical Equipment,Industrials,Electrical Components & Equipment,NA,NA,732,1.6,21.10,7.44,13.43
,NEVSUN RESOURCES LTD,NSU.,CAN,0.657,10.59,20.82,6.1,30.6,12.7,7.31,9.6,0.64,23,4.17,7.48,19.96,13,19,25,19,47.01,50.63,24.64,CAN,Not Available,Materials,Metals & Mining,Materials,Diversified Metals & Mining,NA,NA,489,-11.2,5.21,3.36,3.75
,INDEPENDENT BK GRP INC,IBTX,USA,0.652,11.26,23.46,14.3,11.1,-19.9,20.76,-25.0,-15.51,-2,35.43,37.52,22.47,16,26,29,26,12.88,11.47,14.35,USA,NA (USA),Banks,Banks,Financials,Regional Banks,NA,NA,59,-2.2,45.70,26.34,32.00
,PIPER JAFFRAY COS INC,PJC,USA,0.652,3.57,6.94,4.3,45.1,30.9,0.27,12.0,-8.17,19,48.97,77.36,3.43,0,31,4,31,11.70,9.62,12.10,USA,Not Available,Diversified Financials,Capital Markets,Financials,Investment Banking & Brokerage,NA,NA,139,-6.2,50.71,33.79,40.40
,ENERGY RECOVERY INC,ERII,USA,0.651,3.01,9.21,23.3,93.5,62.1,15.86,407.6,272.05,68,12.46,37.76,0.00,0,55,0,82,-54.17,24.92,-14.64,USA,NA (USA),Capital Goods,Machinery,Industrials,Industrial Machinery,NA,NA,523,6.1,12.46,2.23,5.27
,H&E EQUIPMENT SERVICES INC,HEES,USA,0.650,-1.52,4.20,4.2,21.7,-2.1,3.13,27.4,-26.05,1,18.34,13.08,28.05,15,37,39,37,16.67,14.22,13.87,USA,Not Available,Capital Goods,Trading Companies & Distributors,Industrials,Trading Companies & Distributors,NA,NA,368,-1.0,25.49,11.55,17.48
,QUIDEL CORP,QDEL,USA,0.650,7.19,10.32,14.1,13.6,7.1,8.27,-15.9,-17.71,-9,19.50,10.63,20.18,13,27,25,27,-390.00,62.90,-117.78,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Supplies,NA,NA,212,-1.9,24.43,14.16,21.20
,CAPELLA EDUCATION CO,CPLA,USA,0.650,3.37,4.56,1.1,21.1,-0.5,0.42,-0.9,-21.26,11,54.95,71.73,3.85,0,25,4,25,15.61,14.77,13.88,USA,Not Available,Consumer Services,Diversified Consumer Services,Consumer Discretionary,Education Services,NA,NA,100,-4.0,57.15,41.30,46.22
,UNITED FINANCIAL BANCORP INC,UBNK,USA,0.650,1.48,4.82,5.3,14.0,-2.7,4.15,-3.4,0.62,0,13.17,13.94,5.39,6,15,6,15,13.44,12.54,12.75,USA,Not Available,Banks,Thrifts & Mortgage Finance,Financials,Thrifts & Mortgage Finance,NA,NA,184,-0.6,13.92,11.14,12.88
,FOX FACTORY HOLDING CP,FOXF,USA,0.649,3.45,9.62,7.4,16.8,-1.7,7.76,3.9,11.26,-2,17.53,38.75,9.55,11,18,11,18,15.94,14.02,24.67,USA,NA (USA),Automobiles & Components,Auto Components,Consumer Discretionary,Auto Parts & Equipment,NA,NA,188,-1.7,19.38,14.45,16.53
,ALAMO GROUP INC,ALG,USA,0.647,0.04,4.06,2.3,12.8,17.3,0.39,9.8,-10.24,5,57.01,88.88,6.74,3,18,7,21,14.02,12.70,13.67,USA,Not Available,Capital Goods,Machinery,Industrials,Construction Machinery & Heavy Trucks,NA,NA,46,-3.5,61.13,45.10,52.10
,RE/MAX HOLDINGS INC,RMAX,USA,0.646,-0.55,3.02,5.4,11.0,1.0,3.19,-6.9,4.58,-5,36.74,31.94,9.46,10,16,10,16,22.68,21.11,28.47,USA,NA (USA),Real Estate,Real Estate Management & Development,Financials,Real Estate Services,NA,NA,173,0.2,40.58,30.95,37.30
,CANADIAN ENERGY SVCS & TECH,CEU.,CAN,0.645,13.69,17.18,12.7,1.6,-33.1,24.84,-39.1,-36.96,-1,3.71,0.84,51.82,52,18,108,18,-24.73,185.50,-9.24,CAN,Not Available,Energy,Energy Equipment & Services,Energy,Oil & Gas Equipment & Services,NA,NA,774,6.5,7.70,3.06,3.88
,VASCULAR SOLUTIONS INC,VASC,USA,0.644,-1.37,16.03,23.5,48.9,12.8,16.82,0.4,6.20,9,37.06,51.17,2.52,3,32,3,32,31.27,26.10,56.38,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Supplies,NA,NA,127,0.7,38.02,25.10,34.39
,QUAD/GRAPHICS INC,QUAD,USA,0.643,1.43,4.68,0.6,52.3,-0.2,-0.16,-20.3,-42.80,37,12.96,28.14,40.71,5,39,69,39,22.94,16.53,-0.69,USA,NA (USA),Commercial  & Professional Services,Commercial Services & Supplies,Industrials,Commercial Printing,NA,NA,286,-4.6,21.86,7.92,9.30
,MOMENTA PHARMACEUTICALS INC,MNTA,USA,0.642,2.61,4.03,15.4,-27.5,-40.9,4.80,-55.4,-51.22,-36,9.31,14.81,60.85,95,9,155,9,-7.51,-10.46,-11.24,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,607,0.7,23.78,8.46,14.84
,NUTRISYSTEM INC,NTRI,USA,0.640,3.25,10.37,13.0,13.5,-8.2,6.77,-15.1,9.65,4,21.91,16.42,27.09,17,20,37,20,22.13,16.98,24.04,USA,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Internet Retail,NA,NA,398,-3.3,30.05,17.44,21.64
,CERUS CORP,CERS,USA,0.639,0.76,8.13,15.1,19.4,46.6,10.83,28.1,38.83,5,6.45,2.38,3.01,3,26,3,31,-10.40,-16.97,-10.90,USA,Not Available,Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Supplies,NA,NA,1556,2.5,6.65,4.42,6.32
,QUANEX BUILDING PRODUCTS,NX,USA,0.638,1.19,4.41,11.1,2.3,-7.2,6.49,-7.3,-6.87,-11,18.78,21.01,14.21,12,12,17,12,23.48,16.55,45.33,USA,NA (USA),Capital Goods,Building Products,Industrials,Building Products,NA,NA,239,2.0,21.89,16.51,20.85
,MOTORCAR PARTS OF AMER INC,MPAA,USA,0.637,0.17,-0.11,-4.7,10.7,4.4,-4.45,24.6,21.65,1,34.75,55.09,12.47,14,13,14,24,16.16,14.24,45.72,USA,Not Available,Automobiles & Components,Auto Components,Consumer Discretionary,Auto Parts & Equipment,NA,NA,160,-4.3,39.70,26.51,31.09
,GREENHILL & CO INC,GHL,USA,0.636,6.44,12.22,-2.9,-0.7,-17.5,-2.38,-45.4,-50.53,-23,21.67,17.95,48.53,32,12,94,12,16.11,13.98,34.89,USA,Not Available,Diversified Financials,Capital Markets,Financials,Investment Banking & Brokerage,NA,NA,524,-13.0,42.10,18.99,28.61
,EXCHANGE INCOME CORP,EIF.,CAN,0.636,2.05,3.34,8.2,25.4,20.9,5.72,35.1,30.62,5,29.16,35.46,0.78,1,26,1,29,13.69,12.10,17.49,CAN,Not Available,Transportation,Airlines,Industrials,Airlines,NA,NA,99,2.3,29.39,20.56,28.51
,COMMUNITY TRUST BANCORP INC,CTBI,USA,0.635,1.98,7.47,6.2,7.3,4.3,2.04,2.5,10.97,6,36.21,37.57,1.68,2,13,2,13,13.22,12.75,13.14,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,35,-5.1,36.83,31.59,34.96
,WASHINGTON TR BANCORP INC,WASH,USA,0.634,2.58,5.47,1.6,5.6,-5.4,1.40,-6.0,0.16,1,37.26,35.11,9.19,10,4,10,4,13.90,13.17,15.38,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,38,-3.9,41.03,35.79,39.52
,ELONG INC,LONG,USA,0.631,0.06,0.34,0.2,7.1,2.9,0.80,22.5,3.84,3,17.56,12.77,21.75,1,6,28,23,-5.07,-6.93,-29.36,CHN,Not Available,Retailing,Internet & Catalog Retail,Consumer Discretionary,Internet Retail,NA,NA,36,0.5,22.44,13.50,17.95
,COMPUTER MODELLING GROUP LTD,CMG.,CAN,0.631,1.62,0.20,-0.6,20.2,-16.2,0.80,-24.6,-23.50,6,10.16,8.49,29.54,22,18,42,18,28.22,28.22,28.43,CAN,Not Available,Software & Services,Software,Information Technology,Application Software,NA,NA,122,0.6,14.42,8.37,11.94
,ARCHROCK INC,AROC,USA,0.630,15.62,25.93,33.0,61.1,-59.4,34.21,-62.8,-73.13,21,9.05,0.09,75.40,140,56,307,56,-51.71,-24.46,-3.08,USA,Not Available,Energy,Energy Equipment & Services,Energy,Oil & Gas Equipment & Services,NA,NA,868,6.6,36.79,3.95,7.52
,EAGLE PHARMACEUTICALS INC,EGRX,USA,0.630,10.32,2.55,6.2,-45.7,-33.8,0.96,-56.0,-30.76,-53,40.30,497.57,58.53,141,8,141,8,8.03,6.47,521.59,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,484,-1.5,97.17,37.22,88.67
,NIMBLE STORAGE INC,NMBL,USA,0.630,7.63,3.40,10.3,21.5,-64.5,1.67,-71.4,-67.60,-19,7.81,5.63,74.45,198,25,291,25,-16.98,-10.77,-20.07,USA,NA (USA),Technology Hardware & Equipment,"Technology Hardware, Storage & Peripherals",Information Technology,"Technology Hardware, Storage & Peripherals",NA,NA,1098,-1.7,30.57,5.86,27.50
,INTERFOR CORP,IFP.,CAN,0.629,-8.80,-12.41,-9.5,3.3,-11.2,-20.49,-37.2,-35.56,-22,11.39,15.87,46.80,28,11,88,17,19.98,9.90,-31.91,CAN,Not Available,Materials,Paper & Forest Products,Materials,Forest Products,NA,NA,363,-9.2,21.41,9.43,14.04
,INTERTAIN GROUP LTD,IT.,CAN,0.629,-3.10,5.13,16.8,31.7,-9.8,5.23,-33.9,-27.20,23,11.31,107.06,42.97,32,31,75,31,5.70,4.79,-2.68,CAN,NA (CAN),Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,Casinos & Gaming,NA,NA,432,0.1,19.83,7.84,9.96
,UNIT CORP,UNT,USA,0.628,17.60,34.96,33.4,43.4,-12.1,44.37,-39.2,-58.69,-4,12.45,61.86,64.28,42,59,180,59,-9.09,-14.65,-0.58,USA,Not Available,Energy,Energy Equipment & Services,Energy,Oil & Gas Drilling,NA,NA,1606,7.0,34.85,5.07,12.20
,FAIRMOUNT SANTROL HOLDINGS,FMSA,USA,0.628,33.10,55.65,52.6,162.6,53.8,58.20,-33.0,-50.89,47,3.89,0.41,56.49,0,62,130,62,-8.64,-21.61,-4.12,USA,NA (USA),Energy,Energy Equipment & Services,Energy,Oil & Gas Equipment & Services,NA,NA,586,1.6,8.94,1.47,2.35
,TRUSTCO BANK CORP/NY,TRST,USA,0.626,-0.16,5.55,5.2,13.2,-2.2,3.12,1.5,-6.27,1,6.57,5.51,8.50,0,19,9,19,15.83,14.93,13.95,USA,Not Available,Banks,Thrifts & Mortgage Finance,Financials,Thrifts & Mortgage Finance,NA,NA,287,-2.3,7.18,5.35,6.14
,BIRCHCLIFF ENERGY LTD,BIR.,CAN,0.626,10.30,11.06,-9.2,15.6,-20.1,-0.21,-18.7,-40.64,19,5.21,3.45,41.59,13,37,71,37,-31.58,25.41,-36.73,CAN,Not Available,Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Exploration & Production,NA,NA,699,-10.1,8.92,3.26,4.04
,MERCER INTL INC,MERC,USA,0.625,1.35,9.42,13.5,27.7,-9.0,5.40,-17.8,-32.36,6,9.69,13.68,32.24,13,31,48,31,10.42,10.89,7.74,USA,Not Available,Materials,Paper & Forest Products,Materials,Paper Products,NA,NA,224,-3.7,14.30,6.70,9.05
,LADDER CAPITAL CORP,LADR,USA,0.623,-0.49,1.84,4.0,19.6,-17.5,1.08,-21.5,-32.29,0,12.10,17.51,33.99,18,16,51,16,8.71,6.56,NA,USA,NA (USA),Real Estate,Real Estate Investment Trusts (REITs),Financials,Mortgage REIT's,NA,NA,307,-0.7,18.33,10.17,NA
,CONSTELLIUM NV,CSTM,USA,0.622,4.24,15.04,13.7,-8.3,18.4,10.98,-47.0,-70.44,-33,5.92,0.50,67.67,45,36,209,36,-5.55,11.10,27.86,NLD,NA,Materials,Metals & Mining,Materials,Aluminum,NA,NA,1223,-3.5,18.31,3.77,16.43
,MARTEN TRANSPORT LTD,MRTN,USA,0.622,5.29,12.01,4.9,15.3,13.3,3.48,2.5,-18.35,11,18.98,29.26,20.05,2,15,25,15,17.82,15.88,16.54,USA,Not Available,Transportation,Road & Rail,Industrials,Trucking,NA,NA,154,-7.6,23.74,16.18,17.70
,PDL BIOPHARMA INC,PDLI,USA,0.621,5.23,16.82,22.8,19.0,-18.0,15.41,-36.7,-45.58,3,3.78,7.93,44.98,21,23,82,23,5.73,75.60,1.74,USA,Not Available,"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,2309,-1.2,6.87,2.92,3.54
,LYDALL INC,LDL,USA,0.621,3.89,6.87,11.8,35.0,7.8,9.00,25.1,26.79,4,36.24,52.20,1.36,1,28,1,29,15.79,13.97,12.86,USA,Not Available,Capital Goods,Machinery,Industrials,Industrial Machinery,NA,NA,82,2.0,36.74,25.78,35.48
,THERMON GROUP HOLDINGS INC,THR,USA,0.621,2.67,10.76,10.1,18.8,-13.8,9.25,-18.9,-19.66,14,19.28,18.31,22.76,4,21,29,21,21.91,22.82,15.71,USA,NA (USA),Capital Goods,Electrical Equipment,Industrials,Electrical Components & Equipment,NA,NA,147,-1.4,24.96,15.24,24.19
,TEAM INC,TISI,USA,0.620,0.71,5.96,9.0,27.2,-6.2,2.77,-27.7,-22.83,-5,30.47,43.88,33.47,28,25,50,25,17.41,13.66,20.75,USA,Not Available,Commercial  & Professional Services,Commercial Services & Supplies,Industrials,Environmental & Facilities Services,NA,NA,182,-3.0,45.80,22.90,40.46
,TRICON CAPITAL GROUP INC,TCN.,CAN,0.620,0.00,0.58,3.3,1.2,-18.8,-1.58,-26.6,-23.67,-8,8.68,16.05,27.06,25,11,37,11,12.55,16.00,7.15,CAN,NA (CAN),Diversified Financials,Capital Markets,Financials,Asset Management & Custody Banks,NA,NA,287,-2.1,11.90,7.73,8.72
,VIAD CORP,VVI,USA,0.620,2.37,3.70,7.0,7.6,-3.0,2.09,19.8,12.17,3,30.76,32.70,4.17,4,13,4,18,14.05,13.70,21.07,USA,Not Available,Commercial  & Professional Services,Commercial Services & Supplies,Industrials,Diversified Support Services,NA,NA,74,-1.6,32.10,25.24,28.23
,U S PHYSICAL THERAPY INC,USPH,USA,0.619,0.26,4.15,7.0,3.4,-1.8,-0.50,-6.0,3.78,-9,49.86,42.14,10.69,10,7,12,12,25.63,23.19,30.33,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care Facilities,NA,NA,83,-4.5,55.83,44.00,53.68
,ISLE OF CAPRI CASINOS INC,ISLE,USA,0.615,0.94,4.32,14.1,19.7,-22.1,3.96,-18.3,0.81,10,15.09,15.96,26.61,36,23,36,23,12.46,12.05,64.38,USA,Not Available,Consumer Services,"Hotels, Restaurants & Leisure",Consumer Discretionary,Casinos & Gaming,NA,NA,314,-0.3,20.56,11.65,8.37
,CHORUS AVIATION INC,CHR.B,CAN,0.615,-1.38,-0.62,-3.9,18.3,19.1,-2.58,2.9,4.23,12,6.38,6.72,4.35,5,20,5,20,6.82,7.05,27.38,CAN,Not Available,Transportation,Airlines,Industrials,Airlines,NA,NA,244,-2.0,6.67,5.10,5.75
,NATIONAL INTERSTATE CORP,NATL,USA,0.615,1.25,0.92,3.3,25.3,11.0,2.54,22.2,11.43,11,30.89,24.17,0.00,0,27,0,27,19.61,18.72,25.43,USA,Not Available,Insurance,Insurance,Financials,Property & Casualty Insurance,NA,NA,49,1.6,30.89,22.41,26.70
,TRICO BANCSHARES,TCBK,USA,0.614,2.34,7.33,5.5,5.9,2.3,5.21,7.5,12.55,-4,26.94,27.89,8.34,9,9,9,14,13.68,12.83,14.22,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,60,-2.0,29.39,23.18,27.44
,ALTUS GROUP LTD,AIF.,CAN,0.612,-0.37,3.76,7.1,16.3,10.5,3.06,20.4,6.16,15,21.28,14.75,1.62,2,20,2,22,17.88,15.88,69.25,CAN,Not Available,Real Estate,Real Estate Management & Development,Financials,Real Estate Services,NA,NA,59,-0.7,21.63,16.62,19.39
,EPLUS INC,PLUS,USA,0.611,1.36,4.80,5.6,-11.3,-6.4,1.26,5.0,-4.40,-12,81.76,145.41,19.00,23,13,23,13,13.60,12.12,12.09,USA,Not Available,Technology Hardware & Equipment,"Electronic Equipment, Instruments & Components",Information Technology,Technology Distributors,NA,NA,89,-3.4,100.94,71.44,75.69
,FORRESTER RESEARCH INC,FORR,USA,0.611,0.99,5.08,5.2,19.1,7.7,0.29,1.6,-3.55,18,34.42,20.03,8.51,1,19,9,19,28.68,24.59,42.51,USA,Not Available,Software & Services,IT Services,Information Technology,IT Consulting & Other Services,NA,NA,34,-4.6,37.62,27.91,28.48
,FLUSHING FINANCIAL CORP,FFIC,USA,0.606,0.00,2.24,-2.6,6.4,-1.2,-3.28,0.6,5.27,-3,21.03,22.68,7.23,8,7,8,9,13.84,12.90,13.61,USA,Not Available,Banks,Banks,Financials,Regional Banks,NA,NA,79,-5.4,22.67,19.24,21.64
,DORIAN LPG LTD,LPG,USA,0.606,4.70,15.71,16.4,-3.4,-7.0,13.33,-32.6,-25.23,-11,10.51,18.46,36.46,25,14,57,14,3.97,5.10,31.57,USA,NA (USA),Energy,"Oil, Gas & Consumable Fuels",Energy,Oil & Gas Storage & Transportation,NA,NA,368,-2.1,16.54,8.99,13.89
,GLAUKOS CORP,GKOS,USA,0.606,-0.54,11.41,15.2,12.9,-16.0,7.64,-42.6,NA,-29,18.84,3.96,42.28,39,18,73,18,-55.41,-163.83,-18.85,USA,NA (USA),Health Care Equipment & Services,Health Care Equipment & Supplies,Health Care,Health Care Equipment,NA,NA,202,-3.4,32.64,15.36,24.69
,COMPUTER PROGRAMS & SYSTEMS,CPSI,USA,0.605,1.68,-0.96,3.2,5.4,18.5,-0.77,-1.5,-1.87,8,53.54,70.07,6.58,7,29,7,29,15.34,13.69,30.71,USA,Not Available,Health Care Equipment & Services,Health Care Technology,Health Care,Health Care Technology,NA,NA,179,0.2,57.31,38.01,49.75
,IDREAMSKY TECHNOLOGY,DSKY,USA,0.602,0.87,-0.07,1.5,4.6,17.9,1.24,16.2,41.33,5,13.85,20.51,4.88,0,14,5,40,15.22,9.89,-213.50,CHN,NA (USA),Software & Services,Software,Information Technology,Application Software,NA,NA,86,1.3,14.56,8.37,17.08
,CAPITAL SENIOR LIVING CORP,CSU,USA,0.602,3.45,14.00,18.4,22.9,-7.3,12.27,-7.9,-22.49,2,20.37,-10.12,22.55,18,28,29,28,-46.30,-81.48,-41.72,USA,Not Available,Health Care Equipment & Services,Health Care Providers & Services,Health Care,Health Care Facilities,NA,NA,240,-1.5,26.30,14.68,20.86
,TARENA INTERNATIONAL INC,TEDU,USA,0.602,1.88,2.25,5.5,24.2,15.3,4.99,-4.8,-11.53,5,11.06,19.97,22.75,3,24,29,30,21.68,15.04,22.65,CHN,NA (USA),Consumer Services,Diversified Consumer Services,Consumer Discretionary,Education Services,NA,NA,157,2.7,14.31,7.76,11.10
,AIMMUNE THERAPEUTICS INC,AIMT,USA,0.602,4.76,0.93,5.1,-8.7,-7.1,1.00,NA,NA,-29,14.25,6.88,44.16,50,6,79,6,-8.62,-7.27,-20.97,USA,NA (USA),"Pharmaceuticals, Biotechnology & Life Sciences",Biotechnology,Health Care,Biotechnology,NA,NA,174,0.1,25.52,13.40,18.45
,NATIONAL BANK HLDGS CORP,NBHC,USA,0.601,-2.56,3.28,0.2,6.5,-11.3,-1.18,-5.3,7.80,-6,19.81,16.90,14.50,17,4,17,5,34.75,18.96,152.64,USA,NA (USA),Banks,Banks,Financials,Regional Banks,NA,NA,179,-4.3,23.17,18.91,21.37
